CPU Time (Before collecting metrics) 300013
Depth :1 Time :22053
Depth :3 Time :105
Depth :3 Time :90
Depth :3 Time :95
Depth :3 Time :77
Depth :3 Time :181
Depth :3 Time :99
Depth :3 Time :94
Depth :3 Time :204
Depth :3 Time :80
Depth :3 Time :165
Depth :3 Time :91
Depth :3 Time :115
Depth :3 Time :60
Depth :3 Time :86
Depth :3 Time :230
Depth :3 Time :221
Depth :3 Time :207
Depth :3 Time :90
Depth :3 Time :160
Depth :3 Time :200
Depth :3 Time :86
Depth :3 Time :120
Depth :3 Time :74
Depth :3 Time :88
Depth :3 Time :112
Depth :3 Time :102
Depth :3 Time :172
Depth :3 Time :224
Depth :3 Time :119
Depth :3 Time :107
Depth :3 Time :91
Depth :3 Time :172
Depth :3 Time :185
Depth :3 Time :298
Depth :3 Time :216
Depth :3 Time :119
Depth :3 Time :96
Depth :3 Time :115
Depth :3 Time :182
Depth :3 Time :250
Depth :3 Time :283
Depth :3 Time :304
Depth :3 Time :422
Depth :3 Time :328
Depth :3 Time :144
Depth :3 Time :104
Depth :3 Time :349
Depth :3 Time :469
Depth :3 Time :268
Depth :3 Time :428
Depth :3 Time :217
Depth :3 Time :182
Depth :3 Time :280
Depth :3 Time :654
Depth :3 Time :497
Depth :3 Time :530
Depth :3 Time :491
Depth :3 Time :515
Depth :3 Time :497
Depth :3 Time :425
Depth :3 Time :484
Depth :3 Time :536
Depth :3 Time :699
Depth :3 Time :197
Depth :3 Time :532
Depth :3 Time :949
Depth :3 Time :782
Depth :3 Time :611
Depth :3 Time :354
Depth :3 Time :497
Depth :3 Time :797
Depth :3 Time :678
Depth :3 Time :335
Depth :3 Time :560
Depth :3 Time :756
Depth :3 Time :1830
Depth :3 Time :594
Depth :3 Time :1282
Depth :3 Time :657
Depth :3 Time :925
Depth :3 Time :561
Depth :3 Time :461
Depth :3 Time :573
Depth :3 Time :762
Depth :3 Time :1120
Depth :3 Time :774
Depth :3 Time :791
Depth :3 Time :848
Depth :3 Time :1210
Depth :3 Time :139
Depth :3 Time :941
Depth :3 Time :839
Depth :3 Time :687
Depth :3 Time :975
Depth :3 Time :686
Depth :3 Time :639
Depth :3 Time :612
Depth :3 Time :1361
Depth :3 Time :681
Depth :3 Time :65
Depth :3 Time :40
Depth :3 Time :158
Depth :3 Time :61
Depth :3 Time :61
Depth :3 Time :61
Depth :3 Time :60
Depth :3 Time :45
Depth :3 Time :58
Depth :3 Time :172
Depth :3 Time :117
Depth :3 Time :55
Depth :3 Time :51
Depth :3 Time :48
Depth :3 Time :47
Depth :3 Time :1103
Depth :3 Time :55
Depth :3 Time :52
Depth :3 Time :52
Depth :3 Time :55
Depth :3 Time :43
Depth :3 Time :49
Depth :3 Time :45
Depth :3 Time :161
Depth :3 Time :378
Depth :3 Time :53
Depth :3 Time :50
Depth :3 Time :67
Depth :3 Time :768
Depth :3 Time :271
Depth :3 Time :46
Depth :3 Time :1009
Depth :3 Time :51
Depth :3 Time :44
Depth :3 Time :282
Depth :3 Time :516
Depth :3 Time :98
Depth :3 Time :72
Depth :3 Time :676
Depth :3 Time :48
Depth :3 Time :44
Depth :3 Time :47
Depth :3 Time :1024
Depth :3 Time :993
Depth :3 Time :922
Depth :3 Time :43
Depth :3 Time :89
Depth :3 Time :52
Depth :3 Time :45
Depth :3 Time :96
Depth :3 Time :54
Depth :3 Time :337
Depth :3 Time :46
Depth :3 Time :42
Depth :3 Time :45
Depth :3 Time :47
Depth :3 Time :78
Depth :3 Time :100
Depth :3 Time :44
Depth :3 Time :341
Depth :3 Time :47
Depth :3 Time :214
Depth :3 Time :39
Depth :3 Time :72
Depth :3 Time :312
Depth :3 Time :56
Depth :3 Time :50
Depth :3 Time :53
Depth :3 Time :44
Depth :3 Time :58
Depth :3 Time :1588
Depth :3 Time :37
Depth :3 Time :57
Depth :3 Time :57
Depth :3 Time :54
Depth :3 Time :50
Depth :3 Time :44
Depth :3 Time :132
Depth :3 Time :650
Depth :3 Time :50
Depth :3 Time :54
Depth :3 Time :52
Depth :3 Time :50
Depth :3 Time :257
Depth :3 Time :59
Depth :3 Time :49
Depth :3 Time :46
Depth :3 Time :40
Depth :3 Time :838
Depth :3 Time :59
Depth :3 Time :104
Depth :3 Time :56
Depth :3 Time :34
Depth :3 Time :150
Depth :3 Time :1028
Depth :3 Time :62
Depth :3 Time :1155
Depth :3 Time :51
Depth :3 Time :1084
Depth :3 Time :194
Depth :3 Time :59
Depth :3 Time :1193
Depth :3 Time :41
Depth :3 Time :899
Depth :3 Time :278
Depth :3 Time :51
Depth :3 Time :47
Depth :3 Time :53
Depth :3 Time :232
Depth :3 Time :36
Depth :3 Time :54
Depth :3 Time :55
Depth :3 Time :49
Depth :3 Time :53
Depth :3 Time :531
Depth :3 Time :42
Depth :3 Time :50
Depth :3 Time :129
Depth :3 Time :143
Depth :3 Time :1045
Depth :3 Time :57
Depth :3 Time :372
Depth :3 Time :82
Depth :3 Time :40
Depth :3 Time :241
Depth :3 Time :35
Depth :3 Time :36
Depth :3 Time :40
Depth :3 Time :74
Depth :3 Time :58
Depth :3 Time :56
Depth :3 Time :69
Depth :3 Time :70
Depth :3 Time :54
Depth :3 Time :38
Depth :3 Time :39
Depth :3 Time :70
Depth :3 Time :52
Depth :3 Time :55
Depth :3 Time :58
Depth :3 Time :449
Depth :3 Time :53
Depth :3 Time :50
Depth :3 Time :266
Depth :3 Time :33
Depth :3 Time :56
Depth :3 Time :53
Depth :3 Time :53
Depth :3 Time :686
Depth :3 Time :50
Depth :3 Time :174
Depth :3 Time :64
Depth :3 Time :43
Depth :3 Time :80
Depth :3 Time :55
Depth :3 Time :620
Depth :3 Time :138
Depth :3 Time :51
Depth :3 Time :50
Depth :3 Time :43
Depth :3 Time :41
Depth :3 Time :48
Depth :3 Time :41
Depth :3 Time :59
Depth :3 Time :59
Depth :3 Time :533
Depth :3 Time :139
Depth :3 Time :46
Depth :3 Time :1267
Depth :3 Time :76
Depth :3 Time :87
Depth :3 Time :52
Depth :3 Time :224
Depth :3 Time :171
Depth :3 Time :73
Depth :3 Time :108
Depth :3 Time :156
Depth :3 Time :67
Depth :3 Time :52
Depth :3 Time :1134
Depth :3 Time :71
Depth :3 Time :74
Depth :3 Time :65
Depth :3 Time :59
Depth :3 Time :68
Depth :3 Time :55
Depth :3 Time :1649
Depth :3 Time :904
Depth :3 Time :65
Depth :3 Time :53
Depth :3 Time :52
Depth :3 Time :1465
Depth :3 Time :293
Depth :3 Time :55
Depth :3 Time :59
Depth :3 Time :854
Depth :3 Time :53
Depth :3 Time :41
Depth :3 Time :41
Depth :3 Time :60
Depth :3 Time :572
Depth :3 Time :1575
Depth :3 Time :49
Depth :3 Time :130
Depth :3 Time :141
Depth :3 Time :56
Depth :3 Time :57
Depth :3 Time :55
Depth :3 Time :57
Depth :3 Time :60
Depth :3 Time :70
Depth :3 Time :50
Depth :3 Time :91
Depth :3 Time :199
Depth :3 Time :41
Depth :3 Time :55
Depth :3 Time :594
Depth :3 Time :50
Depth :3 Time :128
Depth :3 Time :43
Depth :3 Time :46
Depth :3 Time :47
Depth :3 Time :357
Depth :3 Time :58
Depth :3 Time :41
Depth :3 Time :33
Depth :3 Time :1041
Depth :3 Time :39
Depth :3 Time :702
Depth :3 Time :108
Depth :3 Time :247
Depth :3 Time :400
Depth :3 Time :1582
Depth :3 Time :746
Depth :3 Time :48
Depth :3 Time :49
Depth :3 Time :53
Depth :3 Time :34
Depth :3 Time :50
Depth :3 Time :762
Depth :3 Time :1135
Depth :3 Time :47
Depth :3 Time :106
Depth :3 Time :1128
Depth :3 Time :51
Depth :3 Time :1334
Depth :3 Time :48
Depth :3 Time :1792
Depth :3 Time :95
Depth :3 Time :596
Depth :3 Time :49
Depth :3 Time :377
Depth :3 Time :639
Depth :3 Time :51
Depth :3 Time :68
Depth :3 Time :50
Depth :3 Time :57
Depth :3 Time :292
Depth :3 Time :46
Depth :3 Time :373
Depth :3 Time :51
Depth :3 Time :44
Depth :3 Time :44
Depth :3 Time :51
Depth :3 Time :49
Depth :3 Time :63
Depth :3 Time :119
Depth :3 Time :166
Depth :3 Time :584
Depth :3 Time :47
Depth :3 Time :51
Depth :3 Time :47
Depth :3 Time :50
Depth :3 Time :54
Depth :3 Time :47
Depth :3 Time :364
Depth :3 Time :45
Depth :3 Time :69
Depth :3 Time :34
Depth :3 Time :74
Depth :3 Time :829
Depth :3 Time :34
Depth :3 Time :316
Depth :3 Time :91
Depth :3 Time :64
Depth :3 Time :42
Depth :3 Time :34
Depth :3 Time :39
Depth :3 Time :838
Depth :3 Time :50
Depth :3 Time :45
Depth :3 Time :44
Depth :3 Time :63
Depth :3 Time :61
Depth :3 Time :94
Depth :3 Time :54
Depth :3 Time :60
Depth :3 Time :278
Depth :3 Time :1225
Depth :3 Time :42
Depth :3 Time :52
Depth :3 Time :87
Depth :3 Time :498
Depth :3 Time :44
Depth :3 Time :62
Depth :3 Time :60
Depth :3 Time :44
Depth :3 Time :72
Depth :3 Time :39
Depth :3 Time :55
Depth :3 Time :45
Depth :3 Time :121
Depth :3 Time :1224
Depth :3 Time :67
Depth :3 Time :485
Depth :3 Time :50
Depth :3 Time :200
Depth :3 Time :65
Depth :3 Time :50
Depth :3 Time :42
Depth :3 Time :50
Depth :3 Time :60
Depth :3 Time :70
Depth :3 Time :613
Depth :3 Time :60
Depth :3 Time :40
Depth :3 Time :53
Depth :3 Time :53
Depth :3 Time :48
Depth :3 Time :219
Depth :3 Time :54
Depth :3 Time :63
Depth :3 Time :52
Depth :3 Time :63
Depth :3 Time :55
Depth :3 Time :40
Depth :3 Time :43
Depth :3 Time :393
Depth :3 Time :57
Depth :3 Time :50
Depth :3 Time :37
Depth :3 Time :60
Depth :3 Time :59
Depth :3 Time :48
Depth :3 Time :57
Depth :3 Time :520
Depth :3 Time :44
Depth :3 Time :398
Depth :3 Time :37
Depth :3 Time :279
Depth :3 Time :1172
Depth :3 Time :272
Depth :3 Time :57
Depth :3 Time :61
Depth :3 Time :69
Depth :3 Time :46
Depth :3 Time :216
Depth :3 Time :80
Depth :3 Time :98
Depth :3 Time :717
Depth :3 Time :1153
Depth :3 Time :47
Depth :3 Time :51
Depth :3 Time :40
Depth :3 Time :1267
Depth :3 Time :765
Depth :3 Time :49
Depth :3 Time :49
Depth :3 Time :256
Depth :3 Time :92
Depth :3 Time :37
Depth :3 Time :1511
Depth :3 Time :316
Depth :3 Time :54
Depth :3 Time :188
Depth :3 Time :603
Depth :3 Time :34
Depth :3 Time :47
Depth :3 Time :97
Depth :3 Time :296
Depth :3 Time :37
Depth :3 Time :56
Depth :3 Time :109
Depth :3 Time :47
Depth :3 Time :46
Depth :3 Time :319
Depth :3 Time :563
Depth :3 Time :98
Depth :3 Time :50
Depth :3 Time :155
Depth :3 Time :109
Depth :3 Time :749
Depth :3 Time :49
Depth :3 Time :49
Depth :3 Time :140
Depth :3 Time :59
Depth :3 Time :47
Depth :3 Time :133
Depth :3 Time :46
Depth :3 Time :45
Depth :3 Time :44
Depth :3 Time :1194
Depth :3 Time :45
Depth :3 Time :49
Depth :3 Time :44
Depth :3 Time :46
Depth :3 Time :41
Depth :3 Time :41
Depth :3 Time :49
Depth :3 Time :59
Depth :3 Time :85
Depth :3 Time :74
Depth :3 Time :52
Depth :3 Time :82
Depth :3 Time :51
Depth :3 Time :852
Depth :3 Time :788
Depth :3 Time :57
Depth :3 Time :51
Depth :3 Time :54
Depth :3 Time :55
Depth :3 Time :227
Depth :3 Time :63
Depth :3 Time :58
Depth :3 Time :458
Depth :3 Time :44
Depth :3 Time :48
Depth :3 Time :55
Depth :3 Time :438
Depth :3 Time :41
Depth :3 Time :721
Depth :3 Time :646
Depth :3 Time :594
Depth :3 Time :53
Depth :3 Time :54
Depth :3 Time :48
Depth :3 Time :49
Depth :3 Time :67
Depth :3 Time :43
Depth :3 Time :54
Depth :3 Time :538
Depth :3 Time :50
Depth :3 Time :49
Depth :3 Time :117
Depth :3 Time :48
Depth :3 Time :52
Depth :3 Time :55
Depth :3 Time :93
Depth :3 Time :55
Depth :3 Time :99
Depth :3 Time :109
Depth :3 Time :151
Depth :3 Time :37
Depth :3 Time :42
Depth :3 Time :140
Depth :3 Time :38
Depth :3 Time :337
Depth :3 Time :40
Depth :3 Time :47
Depth :3 Time :84
Depth :3 Time :66
Depth :3 Time :91
Depth :3 Time :91
Depth :3 Time :91
Depth :3 Time :87
Depth :3 Time :91
Depth :3 Time :84
Depth :3 Time :83
Depth :3 Time :92
Depth :3 Time :93
Depth :3 Time :85
Depth :3 Time :94
Depth :3 Time :89
Depth :3 Time :93
Depth :3 Time :88
Depth :3 Time :93
Depth :3 Time :96
Depth :3 Time :91
Depth :3 Time :78
Depth :3 Time :83
Depth :3 Time :88
Depth :3 Time :88
Depth :3 Time :95
Depth :3 Time :91
Depth :3 Time :86
Depth :3 Time :93
Depth :3 Time :96
Depth :3 Time :83
Depth :3 Time :90
Depth :3 Time :86
Depth :3 Time :92
Depth :3 Time :82
Depth :3 Time :92
Depth :3 Time :89
Depth :3 Time :90
Depth :3 Time :80
Depth :3 Time :88
Depth :3 Time :88
Depth :3 Time :77
Depth :3 Time :90
Depth :3 Time :80
Depth :3 Time :79
Depth :3 Time :82
Depth :3 Time :88
Depth :3 Time :90
Depth :3 Time :84
Depth :3 Time :91
Depth :3 Time :83
Depth :3 Time :94
Depth :3 Time :81
Depth :3 Time :91
Depth :3 Time :93
Depth :3 Time :90
Depth :3 Time :88
Depth :3 Time :90
Depth :3 Time :87
Depth :3 Time :80
Depth :3 Time :87
Depth :3 Time :83
Depth :3 Time :92
Depth :3 Time :88
Depth :3 Time :90
Depth :3 Time :88
Depth :3 Time :75
Depth :3 Time :85
Depth :3 Time :88
Depth :3 Time :92
Depth :3 Time :88
Depth :3 Time :96
Depth :3 Time :91
Depth :3 Time :90
Depth :3 Time :91
Depth :3 Time :93
Depth :3 Time :88
Depth :3 Time :93
Depth :3 Time :85
Depth :3 Time :93
Depth :3 Time :89
Depth :3 Time :86
Depth :3 Time :85
Depth :3 Time :91
Depth :3 Time :75
Depth :3 Time :88
Depth :3 Time :77
Depth :3 Time :77
Depth :3 Time :88
Depth :3 Time :80
Depth :3 Time :84
Depth :3 Time :82
Depth :3 Time :70
Depth :3 Time :90
Depth :3 Time :85
Depth :3 Time :83
Depth :3 Time :81
Depth :3 Time :88
Depth :3 Time :84
Depth :3 Time :78
Depth :3 Time :75
Depth :3 Time :72
Depth :3 Time :77
Depth :3 Time :82
Depth :3 Time :81
Depth :3 Time :78
Depth :3 Time :83
Depth :3 Time :93
Depth :3 Time :85
Depth :3 Time :84
Depth :3 Time :90
Depth :3 Time :82
Depth :3 Time :81
Depth :3 Time :91
Depth :3 Time :88
Depth :3 Time :86
Depth :3 Time :90
Depth :3 Time :77
Depth :3 Time :83
Depth :3 Time :86
Depth :3 Time :90
Depth :3 Time :87
Depth :3 Time :90
Depth :3 Time :84
Depth :3 Time :93
Depth :3 Time :74
Depth :3 Time :89
Depth :3 Time :93
Depth :3 Time :97
Depth :3 Time :77
Depth :3 Time :86
Depth :3 Time :85
Depth :3 Time :99
Depth :3 Time :83
Depth :3 Time :90
Depth :3 Time :85
Depth :3 Time :84
Depth :3 Time :86
Depth :3 Time :86
Depth :3 Time :89
Depth :3 Time :84
Depth :3 Time :94
Depth :3 Time :91
Depth :3 Time :88
Depth :3 Time :92
Depth :3 Time :91
Depth :3 Time :89
Depth :3 Time :91
Depth :3 Time :91
Depth :3 Time :82
Depth :3 Time :85
Depth :3 Time :86
Depth :3 Time :80
Depth :3 Time :84
Depth :3 Time :85
Depth :3 Time :82
Depth :3 Time :88
Depth :3 Time :82
Depth :3 Time :82
Depth :3 Time :85
Depth :3 Time :79
Depth :3 Time :85
Depth :3 Time :79
Depth :3 Time :90
Depth :3 Time :78
Depth :3 Time :89
Depth :3 Time :84
Depth :3 Time :86
Depth :3 Time :76
Depth :3 Time :85
Depth :3 Time :80
Depth :3 Time :88
Depth :3 Time :83
Depth :3 Time :82
Depth :3 Time :85
Depth :3 Time :91
Depth :3 Time :66
Depth :3 Time :94
Depth :3 Time :80
Depth :3 Time :82
Depth :3 Time :69
Depth :3 Time :69
Depth :3 Time :83
Depth :3 Time :79
Depth :3 Time :78
Depth :3 Time :72
Depth :3 Time :79
Depth :3 Time :82
Depth :3 Time :64
Depth :3 Time :84
Depth :3 Time :83
Depth :3 Time :81
Depth :3 Time :85
Depth :3 Time :69
Depth :3 Time :74
Depth :3 Time :87
Depth :3 Time :76
Depth :3 Time :77
Depth :3 Time :80
Depth :3 Time :88
Depth :3 Time :81
Depth :3 Time :66
Depth :3 Time :82
Depth :3 Time :78
Depth :3 Time :73
Depth :3 Time :85
Depth :3 Time :73
Depth :3 Time :79
Depth :3 Time :73
Depth :3 Time :61
Depth :3 Time :68
Depth :3 Time :86
Depth :3 Time :82
Depth :3 Time :85
Depth :3 Time :87
Depth :3 Time :83
Depth :3 Time :60
Depth :3 Time :77
Depth :3 Time :80
Depth :3 Time :68
Depth :3 Time :102
Depth :3 Time :89
Depth :3 Time :63
Depth :3 Time :89
Depth :3 Time :77
Depth :3 Time :84
Depth :3 Time :75
Depth :3 Time :65
Depth :3 Time :68
Depth :3 Time :89
Depth :3 Time :70
Depth :3 Time :87
Depth :3 Time :106
Depth :3 Time :98
Depth :3 Time :64
Depth :3 Time :76
Depth :3 Time :92
Depth :3 Time :71
Depth :3 Time :62
Depth :3 Time :86
Depth :3 Time :86
Depth :3 Time :93
Depth :3 Time :69
Depth :3 Time :97
Depth :3 Time :82
Depth :3 Time :91
Depth :3 Time :74
Depth :3 Time :66
Depth :3 Time :87
Depth :3 Time :95
Depth :3 Time :79
Depth :3 Time :71
Depth :3 Time :95
Depth :3 Time :87
Depth :3 Time :90
Depth :3 Time :76
Depth :3 Time :68
Depth :3 Time :89
Depth :3 Time :84
Depth :3 Time :91
Depth :3 Time :85
Depth :3 Time :90
Depth :3 Time :96
Depth :3 Time :77
Depth :3 Time :87
Depth :3 Time :99
Depth :3 Time :90
Depth :3 Time :72
Depth :3 Time :83
Depth :3 Time :88
Depth :3 Time :80
Depth :3 Time :93
Depth :3 Time :77
Depth :3 Time :85
Depth :3 Time :82
Depth :3 Time :88
Depth :3 Time :86
Depth :3 Time :67
Depth :3 Time :70
Depth :3 Time :94
Depth :3 Time :77
Depth :3 Time :90
Depth :3 Time :138
Depth :3 Time :89
Depth :3 Time :95
Depth :3 Time :115
Depth :3 Time :85
Depth :3 Time :109
Depth :3 Time :75
Depth :3 Time :82
Depth :3 Time :103
Depth :3 Time :90
Depth :3 Time :107
Depth :3 Time :94
Depth :3 Time :77
Depth :3 Time :106
Depth :3 Time :83
Depth :3 Time :90
Depth :3 Time :83
Depth :3 Time :104
Depth :3 Time :88
Depth :3 Time :84
Depth :3 Time :100
Depth :3 Time :90
Depth :3 Time :94
Depth :3 Time :105
Depth :3 Time :104
Depth :3 Time :99
Depth :3 Time :105
Depth :3 Time :124
Depth :3 Time :96
Depth :3 Time :84
Depth :3 Time :140
Depth :3 Time :107
Depth :3 Time :111
Depth :3 Time :97
Depth :3 Time :160
Depth :3 Time :115
Depth :3 Time :104
Depth :3 Time :97
Depth :3 Time :115
Depth :3 Time :133
Depth :3 Time :106
Depth :3 Time :131
Depth :3 Time :147
Depth :3 Time :84
Depth :3 Time :163
Depth :3 Time :104
Depth :3 Time :159
Depth :3 Time :136
Depth :3 Time :152
Depth :3 Time :122
Depth :3 Time :157
Depth :3 Time :82
Depth :3 Time :197
Depth :3 Time :139
Depth :3 Time :142
Depth :3 Time :127
Depth :3 Time :84
Depth :3 Time :152
Depth :3 Time :170
Depth :3 Time :216
Depth :3 Time :157
Depth :3 Time :177
Depth :3 Time :112
Depth :3 Time :169
Depth :3 Time :162
Depth :3 Time :133
Depth :3 Time :174
Depth :3 Time :183
Depth :3 Time :167
Depth :3 Time :199
Depth :3 Time :240
Depth :3 Time :132
Depth :3 Time :315
Depth :3 Time :197
Depth :3 Time :180
Depth :3 Time :225
Depth :3 Time :136
Depth :3 Time :231
Depth :3 Time :188
Depth :3 Time :163
Depth :3 Time :223
Depth :3 Time :301
Depth :3 Time :238
Depth :3 Time :243
Depth :3 Time :201
Depth :3 Time :332
Depth :3 Time :266
Depth :3 Time :175
Depth :3 Time :222
Depth :3 Time :144
Depth :3 Time :132
Depth :3 Time :238
Depth :3 Time :482
Depth :3 Time :291
Depth :3 Time :213
Depth :3 Time :465
Depth :3 Time :284
Depth :3 Time :180
Depth :3 Time :201
Depth :3 Time :273
Depth :3 Time :480
Depth :3 Time :399
Depth :3 Time :445
Depth :3 Time :466
Depth :3 Time :173
Depth :3 Time :200
Depth :3 Time :321
Depth :3 Time :466
Depth :3 Time :839
Depth :3 Time :768
Depth :3 Time :411
Depth :3 Time :277
Depth :3 Time :250
Depth :3 Time :296
Depth :3 Time :451
Depth :3 Time :296
Depth :3 Time :284
Depth :3 Time :270
Depth :3 Time :256
Depth :3 Time :510
Depth :3 Time :595
Depth :3 Time :275
Depth :3 Time :234
Depth :3 Time :402
Depth :3 Time :375
Depth :3 Time :526
Depth :3 Time :491
Depth :3 Time :480
Depth :3 Time :769
Depth :3 Time :693
Depth :3 Time :610
Depth :3 Time :280
Depth :3 Time :757
Depth :3 Time :431
Depth :3 Time :477
Depth :3 Time :698
Depth :3 Time :669
Depth :3 Time :244
Depth :3 Time :440
Depth :3 Time :380
Depth :3 Time :333
Depth :3 Time :592
Depth :3 Time :582
Depth :3 Time :757
Depth :3 Time :315
Depth :3 Time :405
Depth :3 Time :456
Depth :3 Time :498
Depth :3 Time :1119
Depth :3 Time :749
Depth :3 Time :417
Depth :3 Time :633
Depth :3 Time :568
Depth :3 Time :596
Depth :3 Time :882
Depth :3 Time :841
Depth :3 Time :503
Depth :3 Time :1160
Depth :3 Time :931
Depth :3 Time :706
Depth :3 Time :263
Depth :3 Time :500
Depth :3 Time :678
Depth :3 Time :695
Depth :3 Time :752
Depth :3 Time :698
Depth :3 Time :652
Depth :3 Time :803
Depth :3 Time :890
Depth :3 Time :775
Depth :3 Time :930
Depth :3 Time :1152
Depth :3 Time :1121
Depth :3 Time :937
Depth :3 Time :699
Depth :3 Time :957
Depth :3 Time :784
Depth :3 Time :1031
Depth :3 Time :828
Depth :3 Time :1106
Depth :3 Time :1474
Depth :3 Time :933
Depth :3 Time :828
Depth :3 Time :1459
Depth :3 Time :2101
Depth :3 Time :1576
Depth :3 Time :1634
Depth :3 Time :1064
Depth :3 Time :945
Depth :3 Time :958
Depth :3 Time :1447
Depth :3 Time :1904
Depth :3 Time :1533
Depth :3 Time :2133
Depth :3 Time :1555
Depth :3 Time :1705
Depth :3 Time :1597
Depth :3 Time :1640
Depth :3 Time :1502
Depth :3 Time :1130
Depth :4 Time :84
Depth :4 Time :75
Depth :4 Time :85
Depth :4 Time :87
Depth :4 Time :95
Depth :4 Time :85
Depth :4 Time :71
Depth :4 Time :66
Depth :4 Time :85
Depth :4 Time :70
Depth :4 Time :88
Depth :4 Time :67
Depth :4 Time :77
Depth :4 Time :73
Depth :4 Time :81
Depth :4 Time :98
Depth :4 Time :86
Depth :4 Time :83
Depth :4 Time :88
Depth :4 Time :88
Depth :4 Time :67
Depth :4 Time :80
Depth :4 Time :85
Depth :4 Time :66
Depth :4 Time :88
Depth :4 Time :70
Depth :4 Time :81
Depth :4 Time :63
Depth :4 Time :70
Depth :4 Time :88
Depth :4 Time :66
Depth :4 Time :61
Depth :4 Time :74
Depth :4 Time :85
Depth :4 Time :84
Depth :4 Time :90
Depth :4 Time :87
Depth :4 Time :87
Depth :4 Time :68
Depth :4 Time :83
Depth :4 Time :89
Depth :4 Time :71
Depth :4 Time :82
Depth :4 Time :77
Depth :4 Time :90
Depth :4 Time :79
Depth :4 Time :73
Depth :4 Time :63
Depth :4 Time :87
Depth :4 Time :86
Depth :4 Time :82
Depth :4 Time :88
Depth :4 Time :57
Depth :4 Time :81
Depth :4 Time :85
Depth :4 Time :65
Depth :4 Time :91
Depth :4 Time :94
Depth :4 Time :92
Depth :4 Time :90
Depth :4 Time :83
Depth :4 Time :95
Depth :4 Time :84
Depth :4 Time :96
Depth :4 Time :65
Depth :4 Time :81
Depth :4 Time :93
Depth :4 Time :76
Depth :4 Time :81
Depth :4 Time :90
Depth :4 Time :88
Depth :4 Time :100
Depth :4 Time :73
Depth :4 Time :90
Depth :4 Time :75
Depth :4 Time :84
Depth :4 Time :91
Depth :4 Time :92
Depth :4 Time :85
Depth :4 Time :77
Depth :4 Time :82
Depth :4 Time :80
Depth :4 Time :77
Depth :4 Time :92
Depth :4 Time :87
Depth :4 Time :87
Depth :4 Time :95
Depth :4 Time :89
Depth :4 Time :95
Depth :4 Time :83
Depth :4 Time :98
Depth :4 Time :84
Depth :4 Time :82
Depth :4 Time :77
Depth :4 Time :92
Depth :4 Time :87
Depth :4 Time :74
Depth :4 Time :82
Depth :4 Time :79
Depth :4 Time :72
Depth :4 Time :87
Depth :4 Time :77
Depth :4 Time :82
Depth :4 Time :92
Depth :4 Time :89
Depth :4 Time :105
Depth :4 Time :85
Depth :4 Time :83
Depth :4 Time :94
Depth :4 Time :77
Depth :4 Time :85
Depth :4 Time :95
Depth :4 Time :91
Depth :4 Time :90
Depth :4 Time :90
Depth :4 Time :91
Depth :4 Time :87
Depth :4 Time :90
Depth :4 Time :83
Depth :4 Time :92
Depth :4 Time :72
Depth :4 Time :70
Depth :4 Time :89
Depth :4 Time :93
Depth :4 Time :81
Depth :4 Time :84
Depth :4 Time :101
Depth :4 Time :88
Depth :4 Time :86
Depth :4 Time :89
Depth :4 Time :89
Depth :4 Time :90
Depth :4 Time :76
Depth :4 Time :92
Depth :4 Time :82
Depth :4 Time :85
Depth :4 Time :74
Depth :4 Time :93
Depth :4 Time :78
Depth :4 Time :81
Depth :4 Time :81
Depth :4 Time :81
Depth :4 Time :79
Depth :4 Time :83
Depth :4 Time :79
Depth :4 Time :75
Depth :4 Time :84
Depth :4 Time :89
Depth :4 Time :92
Depth :4 Time :73
Depth :4 Time :84
Depth :4 Time :85
Depth :4 Time :81
Depth :4 Time :80
Depth :4 Time :69
Depth :4 Time :81
Depth :4 Time :92
Depth :4 Time :91
Depth :4 Time :91
Depth :4 Time :79
Depth :4 Time :82
Depth :4 Time :71
Depth :4 Time :90
Depth :4 Time :92
Depth :4 Time :86
Depth :4 Time :92
Depth :4 Time :72
Depth :4 Time :88
Depth :4 Time :91
Depth :4 Time :90
Depth :4 Time :82
Depth :4 Time :92
Depth :4 Time :88
Depth :4 Time :85
Depth :4 Time :75
Depth :4 Time :90
Depth :4 Time :90
Depth :4 Time :74
Depth :4 Time :70
Depth :4 Time :86
Depth :4 Time :94
Depth :4 Time :83
Depth :4 Time :88
Depth :4 Time :88
Depth :4 Time :89
Depth :4 Time :73
Depth :4 Time :91
Depth :4 Time :78
Depth :4 Time :102
Depth :4 Time :100
Depth :4 Time :79
Depth :4 Time :94
Depth :4 Time :86
Depth :4 Time :71
Depth :4 Time :74
Depth :4 Time :89
Depth :4 Time :84
Depth :4 Time :81
Depth :4 Time :76
Depth :4 Time :73
Depth :4 Time :82
Depth :4 Time :84
Depth :4 Time :76
Depth :4 Time :64
Depth :4 Time :68
Depth :4 Time :79
Depth :4 Time :79
Depth :4 Time :67
Depth :4 Time :90
Depth :4 Time :88
Depth :4 Time :69
Depth :4 Time :77
Depth :4 Time :82
Depth :4 Time :82
Depth :4 Time :74
Depth :4 Time :63
Depth :4 Time :75
Depth :4 Time :85
Depth :4 Time :86
Depth :4 Time :71
Depth :4 Time :77
Depth :4 Time :77
Depth :4 Time :71
Depth :4 Time :79
Depth :4 Time :70
Depth :4 Time :89
Depth :4 Time :79
