Using pattern file: test/newSIPbenchmarks/si/si2_rand_r01_600/si2_r01_m600.06/pattern
Depth 3 Bucket 2:1
Depth 3 Bucket 3:3
Depth 3 Bucket 4:2
Depth 4 Bucket 0:1
Depth 4 Bucket 1:2
Depth 4 Bucket 2:1
Depth 2 Bucket 0:7
Depth 2 Bucket 0:5
Depth 3 Bucket 0:2
Depth 3 Bucket 0:3
Depth 4 Bucket 0:3
Depth 2 Bucket 0:6
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 4 Bucket 0:1
Depth 3 Bucket 0:7
Depth 2 Bucket 0:5
Depth 3 Bucket 0:2
Depth 5 Bucket 0:1
Depth 3 Bucket 0:5
Depth 4 Bucket 0:1
Depth 2 Bucket 0:3
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 2 Bucket 0:1
Depth 3 Bucket 0:31
Depth 3 Bucket 1:7
Depth 4 Bucket 0:1
Depth 4 Bucket 1:4
Depth 5 Bucket 0:1
Depth 2 Bucket 0:6
Depth 3 Bucket 0:2
Depth 4 Bucket 0:1
Depth 2 Bucket 0:4
Depth 3 Bucket 0:1
Depth 3 Bucket 0:22
Depth 3 Bucket 1:9
Depth 3 Bucket 2:1
Depth 4 Bucket 0:18
Depth 5 Bucket 0:2
Depth 6 Bucket 0:1
Depth 7 Bucket 0:1
Depth 3 Bucket 0:6
Depth 4 Bucket 0:1
Depth 2 Bucket 0:6
Depth 3 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:7
Depth 2 Bucket 2:1
Depth 3 Bucket 0:16
Depth 3 Bucket 1:1
Depth 4 Bucket 0:3
Depth 4 Bucket 1:6
Depth 5 Bucket 0:2
Depth 2 Bucket 0:1
Depth 3 Bucket 0:2
Depth 3 Bucket 1:7
Depth 4 Bucket 0:10
Depth 4 Bucket 1:1
Depth 5 Bucket 0:2
Depth 6 Bucket 0:4
Depth 8 Bucket 0:1
Depth 3 Bucket 0:5
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 3 Bucket 0:5
Depth 4 Bucket 0:1
Depth 5 Bucket 0:1
Depth 2 Bucket 0:4
Depth 3 Bucket 0:2
Depth 4 Bucket 0:1
Depth 3 Bucket 0:11
Depth 3 Bucket 1:8
Depth 4 Bucket 0:1
Depth 4 Bucket 1:5
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 2 Bucket 0:4
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 4 Bucket 0:2
Depth 5 Bucket 0:1
Depth 6 Bucket 0:1
Depth 7 Bucket 0:1
Depth 3 Bucket 0:4
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 2 Bucket 0:1
Depth 3 Bucket 0:1
Depth 3 Bucket 1:2
Depth 4 Bucket 0:2
Depth 5 Bucket 0:1
Depth 3 Bucket 0:6
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 2 Bucket 0:7
Depth 3 Bucket 0:5
Depth 4 Bucket 0:2
Depth 3 Bucket 0:2
Depth 3 Bucket 1:6
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 2 Bucket 0:3
Depth 3 Bucket 0:5
Depth 4 Bucket 0:1
Depth 2 Bucket 0:4
Depth 3 Bucket 0:2
Depth 4 Bucket 0:2
Depth 2 Bucket 0:3
Depth 2 Bucket 0:2
Depth 2 Bucket 1:3
Depth 3 Bucket 0:35
Depth 3 Bucket 1:9
Depth 4 Bucket 0:1
Depth 4 Bucket 1:11
Depth 5 Bucket 0:1
Depth 5 Bucket 1:1
Depth 3 Bucket 0:4
Depth 5 Bucket 0:1
Depth 3 Bucket 0:6
Depth 4 Bucket 0:1
Depth 2 Bucket 0:2
Depth 3 Bucket 0:2
Depth 2 Bucket 0:7
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:2
Depth 3 Bucket 1:2
Depth 3 Bucket 2:3
Depth 4 Bucket 0:1
Depth 2 Bucket 0:5
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:2
Depth 3 Bucket 1:3
Depth 4 Bucket 0:1
Depth 2 Bucket 0:4
Depth 4 Bucket 0:1
Depth 2 Bucket 0:7
Depth 5 Bucket 0:1
Depth 2 Bucket 0:5
Depth 2 Bucket 0:4
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 0:6
Depth 3 Bucket 0:3
Depth 4 Bucket 0:2
Depth 2 Bucket 0:4
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 3 Bucket 0:4
Depth 4 Bucket 0:2
Depth 7 Bucket 0:1
Depth 3 Bucket 0:7
Depth 4 Bucket 0:2
Depth 2 Bucket 0:7
Depth 2 Bucket 0:7
Depth 4 Bucket 0:1
Depth 2 Bucket 0:1
Depth 3 Bucket 0:5
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 4 Bucket 0:4
Depth 6 Bucket 0:1
Depth 3 Bucket 0:3
Depth 3 Bucket 0:3
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 4 Bucket 0:1
Depth 2 Bucket 0:4
Depth 3 Bucket 0:1
Depth 3 Bucket 1:3
Depth 2 Bucket 0:5
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 3 Bucket 0:4
Depth 5 Bucket 0:1
Depth 2 Bucket 0:4
Depth 2 Bucket 0:1
Depth 3 Bucket 0:2
Depth 3 Bucket 0:2
Depth 4 Bucket 0:1
Depth 2 Bucket 0:4
Depth 3 Bucket 0:4
Depth 4 Bucket 0:1
Depth 2 Bucket 0:3
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 3 Bucket 2:2
Depth 4 Bucket 0:1
Depth 4 Bucket 1:2
Depth 3 Bucket 0:2
Depth 2 Bucket 0:1
Depth 4 Bucket 0:1
Depth 2 Bucket 0:7
Depth 4 Bucket 0:1
Depth 2 Bucket 0:2
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 2 Bucket 0:7
Depth 2 Bucket 0:2
Depth 2 Bucket 0:1
Depth 3 Bucket 0:1
Depth 3 Bucket 1:2
Depth 3 Bucket 2:1
Depth 3 Bucket 3:2
Depth 4 Bucket 0:1
Depth 2 Bucket 0:6
Depth 3 Bucket 0:2
Depth 6 Bucket 0:1
Depth 7 Bucket 0:1
Depth 3 Bucket 0:7
Depth 2 Bucket 0:5
Depth 3 Bucket 0:1
Depth 3 Bucket 1:5
Depth 3 Bucket 2:2
Depth 4 Bucket 0:1
Depth 4 Bucket 1:2
Depth 2 Bucket 0:1
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 4 Bucket 1:4
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 3 Bucket 0:7
Depth 2 Bucket 0:1
Depth 3 Bucket 0:3
Depth 3 Bucket 0:2
Depth 3 Bucket 0:7
Depth 3 Bucket 1:6
Depth 4 Bucket 0:1
Depth 4 Bucket 1:4
Depth 3 Bucket 0:4
Depth 4 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 3 Bucket 0:6
Depth 2 Bucket 0:1
Depth 4 Bucket 0:1
Depth 3 Bucket 0:2
Depth 2 Bucket 0:5
Depth 2 Bucket 0:2
Depth 2 Bucket 0:3
Depth 3 Bucket 0:5
Depth 2 Bucket 0:7
Depth 6 Bucket 0:1
Depth 2 Bucket 0:3
Depth 2 Bucket 0:1
Depth 3 Bucket 0:1
Depth 4 Bucket 0:2
Depth 4 Bucket 1:3
Depth 5 Bucket 0:1
Depth 3 Bucket 0:1
Depth 2 Bucket 0:5
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 3 Bucket 0:3
Depth 2 Bucket 0:5
Depth 3 Bucket 0:1
Depth 3 Bucket 0:4
Depth 2 Bucket 0:2
Depth 2 Bucket 0:3
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 5 Bucket 0:1
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 4 Bucket 0:1
Depth 3 Bucket 0:4
Depth 4 Bucket 0:1
Depth 5 Bucket 0:1
Depth 2 Bucket 0:2
Depth 3 Bucket 0:8
Depth 2 Bucket 0:3
Depth 3 Bucket 0:1
Depth 3 Bucket 1:5
Depth 4 Bucket 0:1
Depth 4 Bucket 1:2
Depth 2 Bucket 0:4
Depth 3 Bucket 0:3
Depth 2 Bucket 0:7
Depth 2 Bucket 0:4
Depth 4 Bucket 0:1
Depth 5 Bucket 0:1
Depth 2 Bucket 0:2
Depth 4 Bucket 0:1
Depth 2 Bucket 0:2
Depth 3 Bucket 0:2
Depth 3 Bucket 0:1
Depth 2 Bucket 0:2
Depth 3 Bucket 0:4
Depth 4 Bucket 0:2
Depth 2 Bucket 0:1
Depth 3 Bucket 0:4
Depth 4 Bucket 0:1
Depth 2 Bucket 0:4
Depth 4 Bucket 0:2
Depth 3 Bucket 0:3
Depth 3 Bucket 0:2
Depth 3 Bucket 1:3
Depth 4 Bucket 0:2
Depth 2 Bucket 0:5
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 3 Bucket 0:2
Depth 3 Bucket 1:1
Depth 4 Bucket 0:2
Depth 4 Bucket 1:2
Depth 3 Bucket 0:7
Depth 2 Bucket 0:1
Depth 3 Bucket 0:2
Depth 3 Bucket 1:3
Depth 4 Bucket 0:4
Depth 4 Bucket 1:2
Depth 2 Bucket 0:4
Depth 3 Bucket 0:1
Depth 4 Bucket 0:2
Depth 2 Bucket 0:1
Depth 2 Bucket 1:6
Depth 3 Bucket 0:1
Depth 2 Bucket 0:7
Depth 3 Bucket 0:3
Depth 2 Bucket 0:4
Depth 3 Bucket 0:6
Depth 4 Bucket 0:1
Depth 2 Bucket 0:5
Depth 4 Bucket 0:1
Depth 2 Bucket 0:7
Depth 2 Bucket 0:7
Depth 2 Bucket 0:7
Depth 3 Bucket 0:36
Depth 3 Bucket 1:5
Depth 4 Bucket 0:11
Depth 5 Bucket 0:2
Depth 6 Bucket 0:2
Depth 3 Bucket 0:1
Depth 3 Bucket 1:3
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 3 Bucket 0:2
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 3 Bucket 0:33
Depth 3 Bucket 1:11
Depth 4 Bucket 0:9
Depth 5 Bucket 0:1
Depth 2 Bucket 0:4
Depth 4 Bucket 0:1
Depth 5 Bucket 0:1
Depth 3 Bucket 0:5
Depth 4 Bucket 0:1
Depth 5 Bucket 0:1
Depth 3 Bucket 0:3
Depth 4 Bucket 0:4
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 0:2
Depth 3 Bucket 0:3
Depth 4 Bucket 0:2
Depth 5 Bucket 0:2
Depth 2 Bucket 0:7
Depth 7 Bucket 0:1
Depth 2 Bucket 0:1
Depth 3 Bucket 0:10
Depth 3 Bucket 1:4
Depth 4 Bucket 0:1
Depth 4 Bucket 1:4
Depth 5 Bucket 0:1
Depth 6 Bucket 0:1
Depth 2 Bucket 0:3
Depth 3 Bucket 0:5
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 4 Bucket 0:1
Depth 2 Bucket 0:4
Depth 3 Bucket 0:1
Depth 3 Bucket 1:5
Depth 6 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 3 Bucket 0:4
Depth 3 Bucket 1:3
Depth 3 Bucket 2:1
Depth 4 Bucket 0:1
Depth 4 Bucket 1:2
Depth 5 Bucket 0:1
Depth 2 Bucket 0:7
Depth 3 Bucket 0:3
Depth 3 Bucket 0:2
Depth 4 Bucket 0:1
Depth 2 Bucket 0:7
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 2 Bucket 0:5
Depth 2 Bucket 0:1
Depth 3 Bucket 0:5
Depth 3 Bucket 0:4
Depth 4 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 4 Bucket 2:1
Depth 6 Bucket 0:1
Depth 3 Bucket 0:3
Depth 4 Bucket 0:3
Depth 2 Bucket 0:4
Depth 2 Bucket 0:1
Depth 3 Bucket 0:3
Depth 2 Bucket 0:2
Depth 3 Bucket 0:1
Depth 3 Bucket 1:2
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 3 Bucket 0:3
Depth 2 Bucket 0:1
Depth 3 Bucket 0:2
Depth 4 Bucket 0:1
Depth 2 Bucket 0:4
Depth 3 Bucket 0:7
Depth 3 Bucket 1:2
Depth 4 Bucket 0:2
Depth 3 Bucket 0:3
Depth 3 Bucket 1:6
Depth 4 Bucket 0:1
Depth 2 Bucket 0:6
Depth 3 Bucket 0:1
Depth 3 Bucket 0:6
Depth 4 Bucket 0:1
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 2 Bucket 0:6
Depth 5 Bucket 0:2
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 3 Bucket 0:6
Depth 5 Bucket 0:1
Depth 2 Bucket 0:7
Depth 2 Bucket 0:5
Depth 3 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 5 Bucket 0:1
Depth 6 Bucket 0:3
Depth 7 Bucket 0:1
Depth 2 Bucket 0:5
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 4 Bucket 0:2
Depth 3 Bucket 0:5
Depth 4 Bucket 0:2
Depth 2 Bucket 0:7
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:2
Depth 6 Bucket 0:1
Depth 7 Bucket 0:1
Depth 2 Bucket 0:1
Depth 3 Bucket 0:2
Depth 3 Bucket 0:2
Depth 4 Bucket 0:1
Depth 3 Bucket 0:2
Depth 3 Bucket 1:5
Depth 3 Bucket 2:1
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 4 Bucket 0:1
Depth 5 Bucket 0:1
Depth 2 Bucket 0:2
Depth 3 Bucket 0:5
Depth 4 Bucket 0:1

Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0
Metric Prunes Depth 0:0

Metric Nodes Depth 0:0
Metric Nodes Depth 1:100004
Metric Nodes Depth 2:240078
Metric Nodes Depth 3:1131
Metric Nodes Depth 4:0
Metric Nodes Depth 5:2
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:0
Metric Nodes Depth 4:0
Metric Nodes Depth 5:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:120542
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:76089
Metric Nodes Depth 3:964
Metric Nodes Depth 4:12
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:21137
Metric Nodes Depth 3:286
Metric Nodes Depth 4:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:474
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:169597
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:314
Metric Nodes Depth 4:0
Metric Nodes Depth 5:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:70538
Metric Nodes Depth 3:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:107049
Metric Nodes Depth 3:4204
Metric Nodes Depth 4:221
Metric Nodes Depth 5:32
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:61714
Metric Nodes Depth 3:0
Metric Nodes Depth 4:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:0
Metric Nodes Depth 4:26
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:88874
Metric Nodes Depth 3:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:213127
Metric Nodes Depth 3:140
Metric Nodes Depth 4:67
Metric Nodes Depth 5:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:128131
Metric Nodes Depth 3:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:211785
Metric Nodes Depth 3:196
Metric Nodes Depth 4:39
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:861
Metric Nodes Depth 4:26
Metric Nodes Depth 5:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:256382
Metric Nodes Depth 3:0
Metric Nodes Depth 4:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:106517
Metric Nodes Depth 3:206
Metric Nodes Depth 4:2
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:280168
Metric Nodes Depth 3:352
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:104850
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:0
Metric Nodes Depth 4:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:100003
Metric Nodes Depth 3:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:187232
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:2009
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:233614
Metric Nodes Depth 3:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:79169
Metric Nodes Depth 3:606
Metric Nodes Depth 4:11
Metric Nodes Depth 5:0
Metric Nodes Depth 6:5
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:19255
Metric Nodes Depth 3:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:180803
Metric Nodes Depth 3:0
Metric Nodes Depth 4:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:171377
Metric Nodes Depth 3:0
Metric Nodes Depth 4:0
Metric Nodes Depth 5:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:82872
Metric Nodes Depth 3:1689
Metric Nodes Depth 4:85
Metric Nodes Depth 5:13
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:142944
Metric Nodes Depth 3:409
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:139223
Metric Nodes Depth 3:1390
Metric Nodes Depth 4:31
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:0
Metric Nodes Depth 4:25
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:231062
Metric Nodes Depth 3:0
Metric Nodes Depth 4:7
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:190520
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:0
Metric Nodes Depth 4:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:64341
Metric Nodes Depth 3:1913
Metric Nodes Depth 4:30
Metric Nodes Depth 0:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
Metric Nodes Depth 2:0
Metric Nodes Depth 3:0
Metric Nodes Depth 4:0
Metric Nodes Depth 0:0
Metric Nodes Depth 1:0
